respondent_id,city,neighbourhood,migrant_status,age_group,country_of_origin,household_size_group,trust_police,trust_councillor,trust_mayor,trust_traditional_leaders,trust_local_people,trust_country_people_local,trust_neighbours,trust_service_providers,trust_religious_leaders,trust_other_religious_leaders,trust_business_people,trust_judges,belong_here,close_to_neighbours,neighbourhood_cares,future_in_neighbourhood,feel_supported,perceived_outsider,discrimination_gender,discrimination_religion,discrimination_ethnicity,discrimination_origin,discrimination_economic_status,discrimination_political,stay_or_go,plans_to_move_2_6_months,medium_term_goal,long_term_goal,moving_good_way_to_get_ahead
resp_0995,Nairobi,Ongata Rongai,Born outside country,25–34,Kenya,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Once or twice,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Stay here,Yes
resp_0996,Johannesburg,Katlehong,Born outside country,35–44,South Africa,4–5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Stay here,No
resp_0997,Johannesburg,Katlehong,Born in country,55+,South Africa,4–5,No,No,No,No,Yes,Yes,Yes,Mixed,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Stay here,No
resp_0998,Johannesburg,Katlehong,Born in country,25–34,Mozambique,4–5,Mixed,Mixed,Mixed,Mixed,Mixed,Mixed,Mixed,Mixed,No,No,Mixed,Mixed,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Leave country,No,Stay here,Don't know,No
resp_0999,Johannesburg,Katlehong,Born outside country,55+,South Africa,2–3,Mixed,Mixed,Yes,Don't know,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Stay here,No
resp_1000,Johannesburg,Katlehong,Born in country,18–24,South Africa,2–3,Mixed,Don't know,Yes,Don't know,Yes,Yes,Yes,Yes,Don't know,Don't know,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Never,Don't know,Not applicable,Never,Never,Never,Stay in neighbourhood,No,Stay here,Stay here,Yes
resp_1001,Johannesburg,Katlehong,Born outside country,25–34,South Africa,6+,Mixed,Mixed,Mixed,No,Mixed,Yes,Mixed,No,Yes,No,Yes,Mixed,Yes,Yes,Yes,No,Yes,No,Never,Never,Never,Never,Never,Never,Move within country,No,Stay here,Move within city,Yes
resp_1002,Johannesburg,Katlehong,Born outside country,18–24,South Africa,2–3,No,No,No,No,Mixed,Mixed,Mixed,Mixed,Yes,No,Mixed,Mixed,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Move within country,Don't know,Stay here,Move to third country,Yes
resp_1003,Johannesburg,Katlehong,Born outside country,25–34,South Africa,2–3,No,Yes,No,No,Mixed,No,Mixed,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,Never,Never,Never,Never,Never,Never,Move within country,Yes,Move within city,Move within home country,Yes
resp_1004,Johannesburg,Katlehong,Born outside country,25–34,South Africa,6+,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Don't know,No,Never,Never,Never,Never,Never,Never,Move within country,No,Move within home country,Move to third country,Yes
resp_1005,Accra,Madina,Born outside country,55+,Ghana,2–3,Mixed,No,No,Mixed,Yes,Yes,Yes,Yes,Yes,Mixed,Mixed,Mixed,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Once or twice,Never,Stay in neighbourhood,No,Stay here,Stay here,Yes
resp_1006,Accra,Old Fadama,Born outside country,25–34,Ghana,4–5,No,No,No,No,No,No,No,Mixed,Yes,Mixed,No,No,Yes,No,No,Yes,No,No,Never,Never,Never,Not applicable,Never,Never,Move within country,No,Stay here,Stay here,Yes
resp_1007,Johannesburg,Katlehong,Born outside country,45–54,South Africa,1,Mixed,Don't know,Don't know,Don't know,No,Mixed,Yes,Yes,Yes,No,Yes,Don't know,Yes,Yes,Yes,No,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Stay here,Don't know
resp_1008,Accra,James Town,Born outside country,45–54,Ghana,2–3,Yes,Yes,Mixed,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Mixed,Yes,No,No,No,No,Yes,Never,Never,Several times,Several times,Never,Never,Move within country,No,Don't know,Move to third country,Yes
resp_1009,Accra,James Town,Born in country,35–44,Benin,2–3,Mixed,Mixed,No,No,Mixed,Mixed,Mixed,Yes,No,No,Mixed,No,No,Yes,No,Yes,No,Yes,Never,Never,Once or twice,Several times,Several times,Never,Stay in neighbourhood,No,Stay here,Stay here,No
resp_1010,Accra,Old Fadama,Born outside country,45–54,Ghana,6+,Yes,Yes,Mixed,Yes,Yes,Yes,Yes,Yes,Yes,Mixed,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Not applicable,Stay in neighbourhood,No,Stay here,Stay here,No
resp_1011,Accra,James Town,Born outside country,35–44,Ghana,4–5,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Mixed,Yes,Mixed,Yes,Yes,Yes,No,Yes,No,Never,Never,Never,Never,Never,Never,Move within country,No,Stay here,Don't know,Yes
resp_1012,Nairobi,Ongata Rongai,Born outside country,25–34,Kenya,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Don't know,Don't know,Yes
resp_1013,Accra,Old Fadama,Born outside country,18–24,Nigeria,1,No,No,No,Mixed,Yes,Yes,Mixed,Yes,Yes,Mixed,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Never,Never,Never,Once or twice,Never,Never,Stay in neighbourhood,No,Stay here,Stay here,Yes
resp_1014,Accra,Old Fadama,Born outside country,35–44,Ghana,4–5,Mixed,Yes,Don't know,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Yes,Don't know,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Move within country,No,Stay here,Move within city,Yes
resp_1015,Accra,Madina,Born in country,25–34,Nigeria,6+,No,Don't know,Don't know,Don't know,Yes,Yes,Yes,Yes,Yes,Mixed,Yes,Don't know,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Don't know,Don't know,Yes
resp_1016,Accra,Madina,Born outside country,55+,Ghana,6+,Mixed,No,Mixed,Yes,Yes,Yes,Yes,Mixed,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Once or twice,Never,Stay in neighbourhood,No,Stay here,Stay here,No
resp_1017,Accra,James Town,Born outside country,35–44,Ghana,4–5,No,Yes,No,No,Mixed,Mixed,No,Mixed,No,No,No,No,No,No,No,Yes,No,Yes,Several times,Never,Several times,Never,Several times,Never,Move within country,No,Move within home country,Move within home country,Yes
resp_1018,Accra,James Town,Born in country,25–34,Nigeria,1,No,Mixed,Mixed,Don't know,No,No,No,Mixed,Yes,Mixed,Mixed,No,No,No,No,No,No,Yes,Never,Never,Never,Many times,Once or twice,Never,Leave country,No,Move to third country,Return to origin community,Yes
resp_1019,Accra,Old Fadama,Born in country,35–44,Togo,2–3,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Don't know,Yes,Don't know,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Don't know,Don't know
resp_1020,Accra,James Town,Born outside country,25–34,Ghana,4–5,Yes,Mixed,Mixed,Mixed,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Mixed,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Leave country,No,Stay here,Move to third country,Yes
resp_1021,Accra,James Town,Born in country,45–54,Ghana,2–3,No,No,No,Mixed,Mixed,Mixed,Mixed,Yes,Yes,Yes,Mixed,Mixed,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Move within city,Move within city,Yes
resp_1022,Accra,Old Fadama,Born outside country,25–34,Ghana,4–5,Mixed,Don't know,Don't know,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Yes,Don't know,Yes,Yes,Yes,Don't know,Yes,No,Once or twice,Never,Never,Never,Never,Never,Move within country,No,Stay here,Stay here,Don't know
resp_1023,Accra,Madina,Born outside country,18–24,Ghana,4–5,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Move within country,No,Move within city,Don't know,Yes
resp_1024,Accra,James Town,Born outside country,25–34,Ghana,1,Yes,Mixed,Mixed,Yes,Mixed,Mixed,Yes,Yes,No,No,Mixed,Mixed,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Leave country,No,Stay here,Move to third country,Yes
resp_1025,Accra,James Town,Born outside country,25–34,Ghana,1,Mixed,Mixed,Mixed,Mixed,No,Mixed,Mixed,Mixed,Yes,Yes,Mixed,No,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Not applicable,Several times,Never,Stay in neighbourhood,No,Stay here,Move to third country,Yes
resp_1026,Accra,James Town,Born outside country,18–24,Ghana,6+,Mixed,No,No,No,No,Don't know,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Never,Never,Never,Never,Never,Never,Leave country,No,Move to third country,Move to third country,Yes
resp_1027,Accra,Madina,Born outside country,35–44,Ghana,2–3,Mixed,Mixed,No,Mixed,No,No,No,Mixed,Yes,Mixed,No,No,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Stay here,No
resp_1028,Accra,Old Fadama,Born outside country,25–34,Ghana,2–3,Mixed,Don't know,Don't know,Yes,Mixed,Mixed,Mixed,Yes,Yes,Don't know,Mixed,Don't know,Yes,Yes,Yes,Don't know,Yes,No,Never,Never,Once or twice,Once or twice,Never,Never,Move within country,No,Stay here,Move within city,Yes
resp_1029,Accra,Madina,Born outside country,55+,Ghana,4–5,No,No,No,No,Yes,Mixed,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Move within country,No,Move within city,Move within city,Yes
resp_1030,Accra,Madina,Born in country,35–44,Other,2–3,No,No,No,No,Yes,Mixed,Yes,Mixed,Yes,Mixed,Mixed,No,Yes,Yes,Yes,Yes,Yes,Yes,Never,Never,Several times,Once or twice,Never,Never,Stay in neighbourhood,No,Stay here,Move to third country,Yes
resp_1031,Accra,James Town,Born in country,35–44,Nigeria,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Mixed,Yes,Yes,Yes,No,Yes,No,Never,Never,Never,Never,Never,Never,Leave country,No,Stay here,Move to third country,Yes
resp_1032,Accra,James Town,Born in country,18–24,Niger,1,Yes,Don't know,Don't know,Mixed,Mixed,Mixed,Mixed,Yes,Yes,Mixed,Mixed,Don't know,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Leave country,No,Stay here,Move to third country,Yes
resp_1033,Accra,Madina,Born outside country,25–34,Ghana,2–3,Mixed,Don't know,Don't know,Don't know,Mixed,Mixed,Mixed,No,Yes,Yes,Yes,Mixed,Yes,No,Yes,No,No,No,Never,Never,Never,Never,Never,Never,Leave country,No,Don't know,Move within city,Yes
resp_1034,Accra,Madina,Born outside country,18–24,Ghana,6+,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Not applicable,Never,Never,Stay in neighbourhood,No,Stay here,Move to third country,Yes
resp_1035,Accra,Madina,Born outside country,35–44,Ghana,1,No,No,No,No,No,No,No,Mixed,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Don't know,No,Never,Never,Never,Never,Never,Never,Move within country,No,Move within home country,Move within home country,Yes
resp_1036,Johannesburg,Katlehong,Born outside country,55+,South Africa,2–3,No,Yes,Yes,Don't know,Yes,Yes,Yes,Yes,Don't know,Don't know,Don't know,Yes,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Move within country,No,Stay here,Stay here,No
resp_1037,Accra,Madina,Born outside country,25–34,Ghana,6+,No,No,Don't know,Don't know,No,No,No,Mixed,Yes,Yes,No,Don't know,Yes,Yes,Yes,No,Yes,No,Never,Never,Never,Never,Once or twice,Never,Leave country,No,Move within city,Move to third country,Yes
resp_1038,Johannesburg,Katlehong,Born in country,25–34,Mozambique,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Leave country,No,Stay here,Stay here,No
resp_1039,Accra,Old Fadama,Born in country,25–34,Nigeria,1,No,No,No,Don't know,No,No,No,Mixed,Yes,Yes,No,No,No,No,No,Yes,No,Yes,Never,Never,Never,Once or twice,Never,Not applicable,Leave country,No,Move within city,Move within city,Yes
resp_1040,Johannesburg,Katlehong,Born in country,35–44,Ethiopia,2–3,No,No,No,Don't know,Mixed,Yes,Mixed,Don't know,No,No,Yes,No,Yes,No,No,No,No,Yes,Never,Never,Several times,Several times,Several times,Never,Leave country,Don't know,Stay here,Stay here,Don't know
resp_1041,Accra,James Town,Born in country,18–24,Burkina Faso,2–3,Mixed,Mixed,Mixed,Yes,Mixed,Yes,Yes,Yes,Yes,Yes,Mixed,Don't know,Yes,Yes,No,No,Yes,No,Never,Once or twice,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Don't know,Yes
resp_1042,Johannesburg,Katlehong,Born in country,45–54,Mozambique,1,Yes,Yes,Don't know,Don't know,Yes,Yes,Yes,Yes,Yes,No,Mixed,Yes,No,Yes,Yes,No,Yes,No,Never,Never,Never,Never,Never,Never,Leave country,Don't know,Don't know,Return to origin community,Yes
resp_1043,Johannesburg,Katlehong,Born in country,18–24,Mozambique,2–3,Don't know,Don't know,Don't know,Don't know,Don't know,Yes,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Yes,Don't know,Don't know,Don't know,Don't know,No,Don't know,Don't know,Never,Don't know,Don't know,Don't know,Leave country,Don't know,Don't know,Return to origin community,Yes
resp_1044,Johannesburg,Katlehong,Born in country,55+,Zimbabwe,2–3,Yes,Don't know,Don't know,Don't know,Mixed,Yes,Yes,Yes,Yes,No,Yes,Don't know,Yes,Yes,No,Yes,Yes,No,Never,Never,Never,Several times,Never,Never,Move within country,Yes,Move within city,Return to origin community,Yes
resp_1045,Johannesburg,Katlehong,Born in country,25–34,Other,1,No,No,Yes,Don't know,No,Yes,No,No,Yes,No,Yes,Don't know,No,No,No,No,No,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Stay here,Yes
resp_1046,Johannesburg,Katlehong,Born in country,25–34,Malawi,2–3,Yes,Don't know,Don't know,Don't know,Mixed,Yes,Mixed,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Never,Never,Once or twice,Once or twice,Once or twice,Never,Stay in neighbourhood,No,Stay here,Return to origin community,Yes
resp_1047,Johannesburg,Katlehong,Born outside country,45–54,South Africa,2–3,No,No,No,No,Yes,Don't know,Yes,Yes,Yes,No,Yes,Don't know,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Stay here,Yes
resp_1048,Johannesburg,Katlehong,Born outside country,25–34,South Africa,1,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Move within country,No,Stay here,Move within city,Yes
resp_1049,Johannesburg,Katlehong,Born in country,18–24,Mozambique,2–3,Yes,Yes,Yes,Yes,Mixed,Yes,Don't know,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Stay here,No
resp_1050,Johannesburg,Katlehong,Born outside country,45–54,South Africa,1,Mixed,Yes,Yes,Yes,Yes,Mixed,Mixed,Mixed,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Stay here,Yes
resp_1051,Accra,Madina,Born outside country,45–54,Ghana,6+,No,No,No,No,No,Mixed,Mixed,Mixed,Yes,Mixed,Mixed,No,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Stay here,Yes
resp_1052,Accra,Old Fadama,Born outside country,18–24,Ghana,2–3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,No,Never,Never,Once or twice,Once or twice,Never,Never,Stay in neighbourhood,No,Stay here,Stay here,No
resp_1053,Johannesburg,Katlehong,Born outside country,25–34,South Africa,4–5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Mixed,Mixed,Yes,Yes,Yes,Yes,Don't know,Yes,Yes,Never,Never,Never,Never,Never,Never,Move within country,No,Stay here,Move within home country,No
resp_1054,Johannesburg,Katlehong,Born in country,45–54,Mozambique,1,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Yes,Yes,Yes,Yes,Yes,Yes,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Return to origin community,Yes
resp_1055,Accra,Old Fadama,Born outside country,35–44,Ghana,6+,No,No,No,Mixed,No,No,No,Mixed,Yes,Mixed,No,Mixed,No,No,No,Yes,No,No,Never,Never,Never,Never,Never,Once or twice,Move within country,No,Stay here,Don't know,Yes
resp_1056,Accra,Old Fadama,Born outside country,25–34,Ghana,2–3,Yes,Mixed,Don't know,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Yes,Don't know,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Stay here,Don't know
resp_1057,Accra,Old Fadama,Born outside country,25–34,Ghana,4–5,Mixed,Mixed,Mixed,Yes,Yes,Mixed,Mixed,Yes,Yes,Mixed,Mixed,Mixed,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Stay here,Yes
resp_1058,Accra,James Town,Born outside country,45–54,Ghana,1,No,No,No,Yes,Mixed,Don't know,Yes,Yes,Yes,Yes,Mixed,Mixed,Yes,Yes,Yes,No,Yes,No,Never,Never,Never,Once or twice,Never,Never,Leave country,No,Stay here,Move to third country,Yes
resp_1059,Accra,James Town,Born in country,25–34,Togo,4–5,Mixed,Mixed,No,Mixed,Mixed,Mixed,Mixed,Yes,Yes,Yes,Mixed,Mixed,Yes,No,No,Yes,No,Yes,Never,Never,Once or twice,Several times,Several times,Never,Leave country,No,Move to third country,Move to third country,Yes
resp_1060,Accra,Madina,Born outside country,35–44,Ghana,6+,Mixed,Mixed,Don't know,Mixed,Mixed,Mixed,Mixed,Mixed,Yes,Mixed,Mixed,Mixed,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Not applicable,Never,Never,Never,Stay in neighbourhood,No,Stay here,Move within city,Yes
resp_1061,Accra,Old Fadama,Born in country,35–44,Nigeria,2–3,No,No,Don't know,No,No,No,No,Mixed,Yes,Mixed,No,Don't know,No,No,No,Yes,No,Yes,Never,Never,Never,Never,Never,Not applicable,Leave country,No,Stay here,Don't know,Yes
resp_1062,Accra,Madina,Born outside country,55+,Ghana,2–3,Mixed,Mixed,Yes,Mixed,Yes,Yes,Mixed,Mixed,Yes,Mixed,Mixed,Mixed,Yes,Yes,Yes,No,Yes,No,Never,Never,Never,Never,Never,Never,Move within country,No,Stay here,Return to origin community,Yes
resp_1063,Accra,Old Fadama,Born outside country,25–34,Ghana,4–5,Mixed,Yes,Don't know,Yes,Yes,Yes,Mixed,Don't know,Yes,Don't know,Yes,Mixed,Yes,Yes,Don't know,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Stay here,No
resp_1064,Accra,James Town,Born outside country,25–34,Ghana,4–5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Move within home country,Yes
resp_1065,Accra,Madina,Born outside country,55+,Ghana,6+,Don't know,Don't know,Don't know,Don't know,Yes,Yes,Yes,Yes,Yes,Don't know,Yes,Don't know,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Don't know,Don't know,Yes
resp_1066,Accra,Old Fadama,Born in country,25–34,Nigeria,1,No,No,No,No,Yes,Yes,Mixed,Yes,No,No,Mixed,No,No,Yes,Yes,Yes,Yes,Yes,Never,Never,Once or twice,Once or twice,Never,Never,Stay in neighbourhood,No,Stay here,Move to third country,Yes
resp_1067,Accra,Old Fadama,Born outside country,18–24,Ghana,2–3,No,No,No,No,Mixed,No,Mixed,No,Don't know,No,Mixed,No,Yes,No,Don't know,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Stay here,No
resp_1068,Accra,James Town,Born outside country,25–34,Ghana,2–3,Yes,Yes,No,No,Mixed,Mixed,Mixed,Yes,Yes,Yes,Mixed,Yes,No,No,No,Yes,No,Yes,Once or twice,Never,Once or twice,Never,Several times,Never,Stay in neighbourhood,No,Stay here,Move within home country,No
resp_1069,Accra,Madina,Born outside country,45–54,Ghana,2–3,Yes,Yes,Yes,Mixed,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Never,Never,Never,Never,Never,Never,Move within country,No,Return to origin community,Return to origin community,No
resp_1070,Accra,Old Fadama,Born outside country,25–34,Ghana,4–5,Yes,Yes,Don't know,Yes,Yes,Yes,Yes,Yes,Yes,Mixed,Yes,Don't know,Yes,Yes,Yes,Yes,Yes,No,Once or twice,Never,Never,Once or twice,Never,Never,Stay in neighbourhood,No,Stay here,Stay here,Don't know
resp_1071,Accra,Madina,Born outside country,45–54,Ghana,2–3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Move within country,Yes,Return to origin community,Return to origin community,No
resp_1072,Accra,James Town,Born outside country,35–44,Ghana,4–5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Mixed,Yes,Mixed,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Move within home country,Yes
resp_1073,Accra,James Town,Born outside country,55+,Ghana,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Stay here,No
resp_1074,Accra,Old Fadama,Born in country,45–54,Burkina Faso,6+,Yes,Yes,Mixed,Yes,Yes,Mixed,Mixed,Yes,Yes,Mixed,Mixed,Mixed,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Move within city,Yes
resp_1075,Accra,James Town,Born in country,35–44,Togo,4–5,Yes,Mixed,Mixed,Mixed,Mixed,Mixed,Mixed,Yes,Yes,Yes,Mixed,Yes,Yes,Yes,Don't know,Yes,Yes,No,Once or twice,Never,Several times,Once or twice,Several times,Never,Stay in neighbourhood,No,Stay here,Stay here,No
resp_1076,Accra,Madina,Born outside country,35–44,Ghana,4–5,Yes,Yes,No,Don't know,Yes,Yes,Yes,Yes,Yes,Mixed,Mixed,Yes,Yes,Yes,Yes,No,Yes,No,Never,Never,Never,Never,Never,Never,Move within country,No,Don't know,Don't know,Yes
resp_1077,Accra,Old Fadama,Born in country,25–34,Benin,1,Mixed,Mixed,No,Yes,Mixed,Mixed,Mixed,Don't know,Yes,Mixed,Mixed,Don't know,No,Yes,Don't know,No,Yes,Don't know,Never,Several times,Once or twice,Once or twice,Never,Never,Leave country,No,Don't know,Return to origin community,Yes
resp_1078,Accra,Madina,Born outside country,,Ghana,,No,No,No,No,No,Mixed,No,Mixed,Yes,Mixed,No,No,Yes,Yes,Don't know,Yes,Yes,Yes,Never,Never,Never,Never,Never,Never,Move within country,No,Stay here,Move within city,No
resp_1079,Accra,James Town,Born outside country,25–34,Ghana,1,No,No,No,Mixed,No,Don't know,No,No,No,Yes,No,No,Yes,No,No,No,Yes,No,Never,Never,Never,Never,Many times,Once or twice,Leave country,No,Move within city,Move to third country,Yes
resp_1080,Accra,James Town,Born outside country,35–44,Ghana,2–3,Yes,Yes,Mixed,Mixed,Yes,Yes,Yes,Yes,Yes,Mixed,Yes,Mixed,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Move within home country,Yes
resp_1081,Accra,Madina,Born in country,25–34,Nigeria,1,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,Don't know,Move to third country,Move to third country,Yes
resp_1082,Accra,James Town,Born in country,18–24,Togo,1,No,Don't know,Don't know,Mixed,Mixed,Yes,Mixed,Mixed,Yes,Don't know,Mixed,Don't know,Yes,No,No,Yes,No,Yes,Never,Never,Never,Several times,Once or twice,Not applicable,Move within country,No,Stay here,Move to third country,Yes
resp_1083,Accra,Old Fadama,Born outside country,25–34,Ghana,1,No,No,No,No,No,No,No,Mixed,No,No,No,No,No,No,No,Yes,No,No,Never,Not applicable,Never,Never,Never,Never,Leave country,No,Move within city,Don't know,Yes
resp_1084,Johannesburg,Diepsloot,Born outside country,35–44,South Africa,4–5,No,No,No,No,No,No,No,Mixed,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Move within city,Yes
