site_code,city,jhb_neighbourhood,accra_neighbourhood,nairobi_neighbourhood,age_group,gender,migrant_status,education_group,employment_status
282549,Nairobi,-1,-1,Kayole,25-34,Female,Non-migrant,Primary,Employed
282551,Nairobi,-1,-1,Kayole,25-34,Male,Migrant,Secondary,Employed
282552,Nairobi,-1,-1,Kayole,25-34,Female,Non-migrant,Missing,Missing
282553,Nairobi,-1,-1,Kayole,18-24,Female,Non-migrant,Secondary,Employed
282554,Nairobi,-1,-1,Kayole,25-34,Female,Migrant,Primary,Employed
282559,Nairobi,-1,-1,Kayole,25-34,Female,Non-migrant,Secondary,Missing
282566,Nairobi,-1,-1,Kayole,25-34,Male,Non-migrant,Tertiary,Missing
282567,Nairobi,-1,-1,Kayole,35-44,Female,Migrant,Primary,Unemployed
282573,Nairobi,-1,-1,Kayole,45-54,Female,Non-migrant,Primary,Employed
282585,Nairobi,-1,-1,Kayole,18-24,Male,Migrant,Primary,Missing
282587,Nairobi,-1,-1,Kayole,25-34,Male,Migrant,Secondary,Missing
282589,Nairobi,-1,-1,Kayole,25-34,Female,Non-migrant,Primary,Employed
282599,Nairobi,-1,-1,Kayole,25-34,Male,Migrant,Secondary,Employed
282600,Johannesburg,Katlehong,-1,-1,25-34,Female,Migrant,Primary,Unemployed
282601,Nairobi,-1,-1,Kayole,18-24,Female,Migrant,Secondary,Missing
282602,Johannesburg,Katlehong,-1,-1,25-34,Female,Non-migrant,Missing,Missing
282607,Nairobi,-1,-1,Kayole,25-34,Female,Non-migrant,Tertiary,Employed
282608,Nairobi,-1,-1,Kayole,25-34,Female,Migrant,Tertiary,Missing
282610,Nairobi,-1,-1,Kayole,18-24,Male,Non-migrant,Primary,Unemployed
282611,Nairobi,-1,-1,Kayole,25-34,Male,Migrant,Secondary,Missing
282612,Nairobi,-1,-1,Kayole,45-54,Male,Migrant,No formal schooling,Missing
282620,Nairobi,-1,-1,Kayole,18-24,Female,Migrant,Secondary,Missing
282622,Nairobi,-1,-1,Kayole,35-44,Female,Non-migrant,No formal schooling,Employed
282623,Accra,-1,Madina,-1,35-44,Female,Non-migrant,Tertiary,Employed
282627,Nairobi,-1,-1,Kayole,25-34,Male,Migrant,Tertiary,Missing
282630,Accra,-1,Madina,-1,25-34,Female,Migrant,Tertiary,Unemployed
282632,Nairobi,-1,-1,Kayole,25-34,Male,Non-migrant,Secondary,Missing
282637,Johannesburg,Katlehong,-1,-1,25-34,Female,Migrant,Missing,Missing
282641,Nairobi,-1,-1,Kayole,25-34,Male,Migrant,Secondary,Missing
282642,Nairobi,-1,-1,Kayole,55+,Male,Migrant,Secondary,Missing
282647,Johannesburg,Katlehong,-1,-1,18-24,Male,Non-migrant,Secondary,Missing
282648,Johannesburg,Katlehong,-1,-1,18-24,Male,Non-migrant,Secondary,Employed
282649,Nairobi,-1,-1,Kayole,25-34,Male,Migrant,Tertiary,Missing
282651,Nairobi,-1,-1,Kayole,25-34,Male,Migrant,Secondary,Missing
282652,Nairobi,-1,-1,Kayole,18-24,Female,Non-migrant,Secondary,Missing
282653,Nairobi,-1,-1,Kayole,18-24,Female,Migrant,Secondary,Missing
282656,Johannesburg,Katlehong,-1,-1,35-44,Female,Migrant,Missing,Employed
282658,Johannesburg,Katlehong,-1,-1,35-44,Female,Non-migrant,Primary,Employed
282659,Johannesburg,Katlehong,-1,-1,35-44,Female,Migrant,Secondary,Employed
282660,Johannesburg,Katlehong,-1,-1,25-34,Male,Migrant,Missing,Employed
282661,Johannesburg,Katlehong,-1,-1,45-54,Male,Migrant,Primary,Missing
282662,Johannesburg,Katlehong,-1,-1,55+,Female,Migrant,Missing,Unemployed
282663,Johannesburg,Katlehong,-1,-1,45-54,Female,Migrant,Tertiary,Unemployed
282664,Johannesburg,Katlehong,-1,-1,25-34,Male,Non-migrant,Missing,Missing
282665,Johannesburg,Katlehong,-1,-1,45-54,Male,Migrant,Secondary,Unemployed
282666,Johannesburg,Katlehong,-1,-1,45-54,Female,Migrant,Missing,Missing
282667,Johannesburg,Katlehong,-1,-1,25-34,Female,Migrant,Missing,Unemployed
282668,Johannesburg,Katlehong,-1,-1,18-24,Female,Migrant,Secondary,Student
282669,Johannesburg,Katlehong,-1,-1,18-24,Female,Migrant,Missing,Unemployed
282670,Johannesburg,Katlehong,-1,-1,25-34,Male,Migrant,Secondary,Unemployed
282671,Johannesburg,Katlehong,-1,-1,25-34,Female,Migrant,Missing,Unemployed
282672,Johannesburg,Katlehong,-1,-1,35-44,Male,Non-migrant,Primary,Unemployed
282678,Johannesburg,Katlehong,-1,-1,18-24,Male,Migrant,Primary,Employed
282679,Johannesburg,Katlehong,-1,-1,45-54,Male,Migrant,Primary,Employed
282680,Johannesburg,Katlehong,-1,-1,35-44,Female,Migrant,Tertiary,Employed
282684,Accra,-1,Madina,-1,35-44,Male,Migrant,Secondary,Employed
282691,Accra,-1,Madina,-1,45-54,Male,Non-migrant,No formal schooling,Employed
282695,Nairobi,-1,-1,Kayole,25-34,Female,Non-migrant,No formal schooling,Employed
282700,Johannesburg,Katlehong,-1,-1,25-34,Female,Non-migrant,Primary,Missing
282701,Johannesburg,Katlehong,-1,-1,18-24,Male,Non-migrant,Primary,Missing
282702,Johannesburg,Katlehong,-1,-1,35-44,Male,Migrant,Secondary,Unemployed
282703,Nairobi,-1,-1,Kayole,18-24,Male,Migrant,Secondary,Employed
282713,Nairobi,-1,-1,Kayole,25-34,Male,Migrant,Tertiary,Employed
282717,Accra,-1,Madina,-1,25-34,Male,Migrant,No formal schooling,Missing
282718,Accra,-1,Old Fadama,-1,35-44,Female,Migrant,Missing,Missing
282719,Johannesburg,Katlehong,-1,-1,35-44,Female,Non-migrant,Secondary,Employed
282729,Nairobi,-1,-1,Kayole,25-34,Male,Migrant,Tertiary,Missing
282732,Nairobi,-1,-1,Kayole,25-34,Male,Migrant,No formal schooling,Missing
282735,Johannesburg,Katlehong,-1,-1,55+,Male,Migrant,No formal schooling,Missing
282739,Johannesburg,Katlehong,-1,-1,18-24,Male,Non-migrant,Primary,Unemployed
282753,Accra,-1,Madina,-1,35-44,Male,Migrant,Missing,Student
282759,Johannesburg,Katlehong,-1,-1,35-44,Female,Migrant,Secondary,Employed
282763,Johannesburg,Katlehong,-1,-1,55+,Male,Migrant,Missing,Unemployed
282766,Accra,-1,Old Fadama,-1,45-54,Male,Migrant,No formal schooling,Employed
282775,Accra,-1,Madina,-1,25-34,Male,Migrant,Secondary,Missing
282800,Accra,-1,Madina,-1,35-44,Female,Migrant,Missing,Missing
282812,Accra,-1,James Town,-1,35-44,Female,Migrant,Secondary,Unemployed
282885,Accra,-1,Madina,-1,25-34,Female,Migrant,Missing,Student
282910,Accra,-1,Madina,-1,55+,Female,Migrant,Secondary,Employed
282915,Accra,-1,Madina,-1,35-44,Female,Migrant,Missing,Missing
282916,Accra,-1,Madina,-1,25-34,Female,Migrant,Secondary,Missing
283031,Nairobi,-1,-1,Kayole,18-24,Male,Non-migrant,Primary,Employed
283032,Nairobi,-1,-1,Kayole,45-54,Male,Migrant,Secondary,Employed
283236,Nairobi,-1,-1,Kayole,18-24,Male,Migrant,Secondary,Missing
283241,Nairobi,-1,-1,Kayole,35-44,Male,Migrant,Tertiary,Employed
283242,Nairobi,-1,-1,Kayole,35-44,Female,Migrant,Primary,Employed
283243,Nairobi,-1,-1,Kayole,25-34,Female,Migrant,Missing,Missing
283247,Nairobi,-1,-1,Kayole,35-44,Female,Migrant,Missing,Employed
283248,Nairobi,-1,-1,Kayole,18-24,Male,Migrant,Secondary,Unemployed
283249,Nairobi,-1,-1,Kayole,35-44,Female,Migrant,Secondary,Employed
283257,Nairobi,-1,-1,Kayole,35-44,Female,Migrant,Secondary,Employed
283259,Nairobi,-1,-1,Kayole,18-24,Female,Migrant,Tertiary,Employed
283264,Nairobi,-1,-1,Kayole,35-44,Female,Non-migrant,Primary,Employed
283266,Nairobi,-1,-1,Kayole,35-44,Female,Migrant,Primary,Missing
283269,Nairobi,-1,-1,Kayole,55+,Female,Migrant,Tertiary,Missing
283270,Nairobi,-1,-1,Kayole,18-24,Male,Migrant,Secondary,Missing
283273,Johannesburg,Katlehong,-1,-1,18-24,Female,Non-migrant,Secondary,Employed
283276,Nairobi,-1,-1,Kayole,18-24,Female,Migrant,Secondary,Employed
283277,Nairobi,-1,-1,Kayole,55+,Male,Migrant,Secondary,Employed
283283,Johannesburg,Katlehong,-1,-1,35-44,Female,Migrant,Secondary,Unemployed
283290,Nairobi,-1,-1,Kayole,18-24,Male,Migrant,Primary,Missing
283291,Nairobi,-1,-1,Kayole,25-34,Female,Migrant,Tertiary,Employed
283302,Nairobi,-1,-1,Kayole,35-44,Female,Migrant,Tertiary,Missing
283304,Nairobi,-1,-1,Kayole,45-54,Male,Migrant,Secondary,Employed
283305,Nairobi,-1,-1,Kayole,25-34,Female,Migrant,Secondary,Unemployed
283309,Nairobi,-1,-1,Kayole,18-24,Male,Migrant,Secondary,Missing
283312,Johannesburg,Katlehong,-1,-1,35-44,Male,Migrant,Secondary,Unemployed
283320,Johannesburg,Katlehong,-1,-1,25-34,Male,Non-migrant,Missing,Employed
283323,Nairobi,-1,-1,Kayole,35-44,Female,Migrant,Tertiary,Employed
283327,Nairobi,-1,-1,Kayole,45-54,Male,Migrant,Tertiary,Missing
283330,Nairobi,-1,-1,Kayole,25-34,Male,Migrant,Secondary,Employed
283336,Johannesburg,Katlehong,-1,-1,55+,Male,Migrant,Primary,Missing
283337,Nairobi,-1,-1,Kayole,35-44,Female,Migrant,Primary,Employed
283339,Nairobi,-1,-1,Kayole,25-34,Female,Migrant,Secondary,Unemployed
283341,Nairobi,-1,-1,Kayole,35-44,Female,Migrant,Tertiary,Missing
283343,Accra,-1,Madina,-1,55+,Female,Migrant,Tertiary,Employed
283344,Nairobi,-1,-1,Kayole,25-34,Male,Migrant,Primary,Missing
283347,Accra,-1,James Town,-1,55+,Male,Migrant,Primary,Missing
283348,Nairobi,-1,-1,Kayole,18-24,Male,Non-migrant,Secondary,Missing
283350,Johannesburg,Katlehong,-1,-1,45-54,Male,Migrant,Missing,Employed
283354,Accra,-1,Old Fadama,-1,25-34,Male,Migrant,Secondary,Employed
283358,Johannesburg,Katlehong,-1,-1,25-34,Female,Migrant,Secondary,Employed
283359,Johannesburg,Katlehong,-1,-1,25-34,Female,Migrant,Tertiary,Missing
283364,Accra,-1,Madina,-1,35-44,Female,Migrant,No formal schooling,Unemployed
283365,Nairobi,-1,-1,Kayole,35-44,Female,Migrant,Secondary,Missing
283366,Nairobi,-1,-1,Kayole,35-44,Female,Migrant,Secondary,Employed
283367,Johannesburg,Katlehong,-1,-1,18-24,Female,Non-migrant,Secondary,Employed
283368,Johannesburg,Katlehong,-1,-1,25-34,Female,Migrant,Missing,Unemployed
283369,Johannesburg,Katlehong,-1,-1,18-24,Male,Non-migrant,Missing,Employed
283370,Nairobi,-1,-1,Kayole,45-54,Female,Migrant,Primary,Missing
283371,Johannesburg,Katlehong,-1,-1,35-44,Female,Non-migrant,Secondary,Employed
283372,Johannesburg,Katlehong,-1,-1,18-24,Male,Migrant,Primary,Missing
283373,Johannesburg,Katlehong,-1,-1,55+,Female,Non-migrant,Primary,Unemployed
283374,Accra,-1,James Town,-1,25-34,Male,Non-migrant,Secondary,Missing
283375,Nairobi,-1,-1,Kayole,25-34,Female,Migrant,Secondary,Employed
283377,Nairobi,-1,-1,Kayole,25-34,Female,Migrant,Secondary,Employed
283380,Johannesburg,Katlehong,-1,-1,45-54,Female,Migrant,Secondary,Unemployed
283381,Johannesburg,Katlehong,-1,-1,35-44,Female,Non-migrant,Primary,Employed
283382,Johannesburg,Katlehong,-1,-1,35-44,Male,Non-migrant,Tertiary,Unemployed
283391,Nairobi,-1,-1,Kayole,18-24,Male,Migrant,Secondary,Missing
283394,Nairobi,-1,-1,Kayole,35-44,Female,Migrant,Primary,Missing
283396,Accra,-1,Old Fadama,-1,18-24,Female,Migrant,Primary,Employed
283398,Nairobi,-1,-1,Kayole,25-34,Female,Migrant,Primary,Employed
283410,Nairobi,-1,-1,Kayole,25-34,Male,Migrant,Secondary,Unemployed
283412,Accra,-1,Old Fadama,-1,25-34,Male,Migrant,Secondary,Employed
283422,Accra,-1,James Town,-1,45-54,Female,Non-migrant,Primary,Employed
283430,Nairobi,-1,-1,Kayole,25-34,Female,Non-migrant,Primary,Employed
283432,Nairobi,-1,-1,Kayole,25-34,Female,Non-migrant,Secondary,Employed
283433,Nairobi,-1,-1,Kayole,35-44,Female,Migrant,Secondary,Employed
283442,Accra,-1,James Town,-1,35-44,Male,Non-migrant,Secondary,Employed
283444,Accra,-1,James Town,-1,35-44,Female,Non-migrant,No formal schooling,Employed
283450,Nairobi,-1,-1,Kayole,18-24,Male,Migrant,Tertiary,Student
283460,Accra,-1,Madina,-1,18-24,Female,Migrant,Secondary,Employed
283461,Accra,-1,Old Fadama,-1,25-34,Male,Migrant,Secondary,Employed
283465,Accra,-1,Madina,-1,25-34,Male,Migrant,Secondary,Employed
283470,Accra,-1,Madina,-1,45-54,Female,Migrant,Secondary,Employed
283476,Accra,-1,Old Fadama,-1,25-34,Female,Non-migrant,Secondary,Employed
283498,Accra,-1,Madina,-1,25-34,Female,Migrant,Secondary,Missing
283514,Accra,-1,James Town,-1,25-34,Female,Migrant,Primary,Employed
283515,Accra,-1,Old Fadama,-1,35-44,Male,Migrant,Secondary,Missing
283516,Accra,-1,James Town,-1,55+,Male,Non-migrant,Tertiary,Missing
283533,Accra,-1,Madina,-1,25-34,Male,Migrant,Secondary,Missing
283571,Accra,-1,Madina,-1,18-24,Female,Non-migrant,Primary,Missing
283577,Accra,-1,Madina,-1,25-34,Female,Non-migrant,Secondary,Employed
283578,Accra,-1,Old Fadama,-1,35-44,Female,Migrant,Primary,Employed
283579,Accra,-1,Old Fadama,-1,45-54,Female,Non-migrant,Primary,Employed
283583,Accra,-1,Old Fadama,-1,35-44,Female,Migrant,Missing,Missing
283589,Accra,-1,James Town,-1,25-34,Female,Migrant,Primary,Missing
283592,Accra,-1,Madina,-1,45-54,Male,Migrant,Secondary,Missing
283606,Accra,-1,Old Fadama,-1,25-34,Male,Non-migrant,No formal schooling,Employed
283607,Accra,-1,James Town,-1,25-34,Male,Non-migrant,Secondary,Employed
283608,Johannesburg,Katlehong,-1,-1,35-44,Female,Migrant,Secondary,Employed
283609,Johannesburg,Katlehong,-1,-1,25-34,Female,Migrant,Missing,Missing
283610,Johannesburg,Katlehong,-1,-1,18-24,Male,Non-migrant,Secondary,Unemployed
283688,Nairobi,-1,-1,Kayole,18-24,Female,Migrant,Secondary,Employed
283689,Nairobi,-1,-1,Kayole,18-24,Male,Migrant,Primary,Employed
283690,Nairobi,-1,-1,Kayole,25-34,Male,Migrant,Secondary,Employed
283691,Nairobi,-1,-1,Kayole,25-34,Female,Migrant,Secondary,Employed
283849,Nairobi,-1,-1,Kayole,35-44,Male,Non-migrant,Primary,Employed
283853,Nairobi,-1,-1,Kayole,25-34,Male,Migrant,Tertiary,Employed
283864,Nairobi,-1,-1,Kayole,35-44,Male,Migrant,Primary,Employed
283865,Nairobi,-1,-1,Kayole,35-44,Male,Non-migrant,No formal schooling,Employed
283866,Accra,-1,Madina,-1,35-44,Female,Non-migrant,Secondary,Missing
283868,Johannesburg,Katlehong,-1,-1,25-34,Male,Non-migrant,Primary,Employed
283869,Nairobi,-1,-1,Kayole,35-44,Male,Migrant,Missing,Employed
283870,Nairobi,-1,-1,Kayole,35-44,Male,Migrant,Primary,Employed
283871,Nairobi,-1,-1,Kayole,35-44,Male,Migrant,Tertiary,Missing
283875,Accra,-1,Old Fadama,-1,35-44,Female,Migrant,Secondary,Employed
283878,Nairobi,-1,-1,Kayole,18-24,Male,Non-migrant,Secondary,Employed
283888,Nairobi,-1,-1,Kayole,18-24,Female,Migrant,Secondary,Student
283890,Nairobi,-1,-1,Kayole,18-24,Female,Migrant,Secondary,Missing
283891,Nairobi,-1,-1,Kayole,55+,Male,Migrant,No formal schooling,Employed
283895,Nairobi,-1,-1,Kayole,25-34,Male,Non-migrant,Secondary,Employed
283896,Nairobi,-1,-1,Kayole,35-44,Female,Non-migrant,Secondary,Missing
283900,Nairobi,-1,-1,Kayole,25-34,Female,Non-migrant,Primary,Unemployed
283903,Nairobi,-1,-1,Kayole,18-24,Female,Non-migrant,Primary,Missing
283909,Nairobi,-1,-1,Kayole,25-34,Male,Non-migrant,Secondary,Unemployed
283917,Nairobi,-1,-1,Kayole,35-44,Female,Migrant,Tertiary,Employed
283920,Nairobi,-1,-1,Kayole,25-34,Female,Migrant,Primary,Unemployed
283922,Nairobi,-1,-1,Kayole,35-44,Female,Migrant,Primary,Unemployed
283926,Nairobi,-1,-1,Kayole,18-24,Male,Migrant,Secondary,Employed
283933,Johannesburg,Katlehong,-1,-1,55+,Female,Migrant,Primary,Missing
283943,Nairobi,-1,-1,Kayole,25-34,Female,Migrant,Primary,Employed
283944,Johannesburg,Katlehong,-1,-1,55+,Male,Migrant,Primary,Unemployed
283945,Johannesburg,Katlehong,-1,-1,25-34,Male,Migrant,Tertiary,Employed
283946,Accra,-1,Madina,-1,25-34,Female,Migrant,Secondary,Employed
283947,Accra,-1,James Town,-1,35-44,Male,Migrant,Secondary,Missing
283948,Accra,-1,James Town,-1,45-54,Male,Migrant,Missing,Missing
283949,Johannesburg,Katlehong,-1,-1,25-34,Male,Migrant,Secondary,Unemployed
283952,Johannesburg,Katlehong,-1,-1,25-34,Male,Migrant,Secondary,Employed
283956,Accra,-1,Old Fadama,-1,35-44,Male,Migrant,Secondary,Employed
283959,Nairobi,-1,-1,Kayole,25-34,Female,Migrant,Tertiary,Missing
283962,Accra,-1,James Town,-1,35-44,Male,Non-migrant,No formal schooling,Missing
283964,Nairobi,-1,-1,Kayole,18-24,Female,Migrant,Primary,Unemployed
283967,Accra,-1,Old Fadama,-1,25-34,Male,Migrant,Secondary,Employed
283970,Accra,-1,Madina,-1,35-44,Female,Migrant,Primary,Missing
283974,Johannesburg,Katlehong,-1,-1,18-24,Female,Non-migrant,Primary,Missing
283975,Nairobi,-1,-1,Kayole,25-34,Female,Non-migrant,No formal schooling,Employed
283976,Nairobi,-1,-1,Kayole,25-34,Female,Migrant,No formal schooling,Employed
283981,Nairobi,-1,-1,Kayole,35-44,Male,Non-migrant,No formal schooling,Missing
283987,Accra,-1,James Town,-1,35-44,Female,Non-migrant,No formal schooling,Unemployed
283990,Nairobi,-1,-1,Kayole,25-34,Female,Migrant,Secondary,Unemployed
283991,Accra,-1,Madina,-1,18-24,Male,Migrant,Secondary,Missing
283992,Johannesburg,Katlehong,-1,-1,25-34,Male,Non-migrant,Primary,Missing
283994,Johannesburg,Katlehong,-1,-1,35-44,Male,Migrant,Primary,Employed
283998,Accra,-1,James Town,-1,25-34,Female,Non-migrant,Secondary,Employed
284000,Accra,-1,James Town,-1,45-54,Female,Migrant,Primary,Employed
284003,Accra,-1,Madina,-1,18-24,Female,Non-migrant,Secondary,Unemployed
284004,Nairobi,-1,-1,Kayole,45-54,Male,Migrant,Primary,Employed
284007,Nairobi,-1,-1,Kayole,25-34,Male,Migrant,Tertiary,Employed
284008,Accra,-1,Old Fadama,-1,35-44,Male,Migrant,No formal schooling,Missing
284009,Accra,-1,Old Fadama,-1,25-34,Female,Migrant,Secondary,Employed
284011,Accra,-1,Old Fadama,-1,45-54,Female,Non-migrant,Secondary,Employed
284020,Accra,-1,Madina,-1,25-34,Female,Migrant,Missing,Student
284021,Accra,-1,Madina,-1,18-24,Male,Migrant,Tertiary,Unemployed
284023,Accra,-1,Old Fadama,-1,18-24,Female,Migrant,Primary,Missing
284028,Johannesburg,Katlehong,-1,-1,25-34,Female,Migrant,Primary,Unemployed
284030,Johannesburg,Katlehong,-1,-1,18-24,Female,Migrant,Secondary,Unemployed
284037,Accra,-1,Madina,-1,25-34,Female,Non-migrant,Primary,Missing
284044,Johannesburg,Katlehong,-1,-1,25-34,Male,Migrant,Secondary,Employed
284047,Johannesburg,Katlehong,-1,-1,55+,Female,Migrant,Missing,Missing
284048,Johannesburg,Katlehong,-1,-1,25-34,Female,Non-migrant,Secondary,Unemployed
284049,Johannesburg,Katlehong,-1,-1,18-24,Female,Migrant,Missing,Student
284050,Johannesburg,Katlehong,-1,-1,25-34,Male,Migrant,Secondary,Unemployed
284051,Johannesburg,Katlehong,-1,-1,45-54,Female,Non-migrant,Primary,Unemployed
284052,Johannesburg,Katlehong,-1,-1,18-24,Female,Migrant,Secondary,Unemployed
284053,Johannesburg,Katlehong,-1,-1,35-44,Female,Migrant,Primary,Unemployed
284054,Johannesburg,Katlehong,-1,-1,25-34,Female,Migrant,Secondary,Unemployed
284055,Johannesburg,Katlehong,-1,-1,18-24,Male,Migrant,Missing,Student
284056,Johannesburg,Katlehong,-1,-1,45-54,Male,Non-migrant,Missing,Employed
284057,Accra,-1,Madina,-1,25-34,Male,Migrant,Primary,Missing
284060,Accra,-1,James Town,-1,25-34,Female,Migrant,No formal schooling,Employed
284068,Accra,-1,Old Fadama,-1,45-54,Female,Migrant,Primary,Employed
284075,Accra,-1,James Town,-1,25-34,Female,Migrant,Secondary,Employed
284084,Accra,-1,Madina,-1,35-44,Male,Non-migrant,Secondary,Missing
284085,Accra,-1,James Town,-1,35-44,Male,Non-migrant,Secondary,Employed
284088,Accra,-1,Old Fadama,-1,25-34,Male,Migrant,Tertiary,Employed
284089,Accra,-1,Old Fadama,-1,18-24,Male,Non-migrant,Secondary,Missing
284124,Accra,-1,Madina,-1,25-34,Male,Migrant,Secondary,Employed
284135,Accra,-1,James Town,-1,25-34,Female,Non-migrant,Secondary,Unemployed
284137,Accra,-1,Madina,-1,25-34,Male,Non-migrant,Secondary,Missing
284147,Accra,-1,Old Fadama,-1,45-54,Male,Migrant,Primary,Employed
284149,Accra,-1,Madina,-1,35-44,Male,Non-migrant,Tertiary,Missing
284151,Accra,-1,Madina,-1,25-34,Female,Migrant,Secondary,Employed
284155,Accra,-1,James Town,-1,18-24,Female,Non-migrant,Secondary,Unemployed
284156,Accra,-1,Old Fadama,-1,18-24,Female,Migrant,Primary,Missing
284157,Accra,-1,James Town,-1,18-24,Female,Migrant,Primary,Employed
284158,Accra,-1,James Town,-1,45-54,Male,Non-migrant,Secondary,Missing
284343,Accra,-1,Old Fadama,-1,18-24,Male,Migrant,Secondary,Missing
284351,Nairobi,-1,-1,Ongata Rongai,25-34,Female,Migrant,Primary,Missing
284353,Johannesburg,Katlehong,-1,-1,25-34,Male,Migrant,Secondary,Unemployed
284360,Johannesburg,Katlehong,-1,-1,35-44,Male,Non-migrant,Secondary,Unemployed
284364,Nairobi,-1,-1,Ongata Rongai,25-34,Female,Non-migrant,Secondary,Unemployed
284365,Nairobi,-1,-1,Ongata Rongai,18-24,Female,Migrant,Secondary,Student
284366,Nairobi,-1,-1,Ongata Rongai,25-34,Female,Migrant,Tertiary,Missing
284367,Nairobi,-1,-1,Ongata Rongai,25-34,Male,Migrant,Secondary,Employed
284368,Nairobi,-1,-1,Ongata Rongai,25-34,Female,Migrant,Secondary,Employed
284371,Nairobi,-1,-1,Ongata Rongai,25-34,Male,Non-migrant,Secondary,Missing
284375,Nairobi,-1,-1,Ongata Rongai,45-54,Male,Migrant,Tertiary,Missing
284378,Accra,-1,Old Fadama,-1,45-54,Male,Non-migrant,Secondary,Employed
284379,Nairobi,-1,-1,Ongata Rongai,25-34,Male,Non-migrant,Secondary,Employed
284382,Johannesburg,Katlehong,-1,-1,25-34,Male,Migrant,Secondary,Unemployed
284383,Johannesburg,Katlehong,-1,-1,45-54,Male,Migrant,Secondary,Employed
284384,Johannesburg,Katlehong,-1,-1,35-44,Female,Migrant,Secondary,Unemployed
284388,Nairobi,-1,-1,Ongata Rongai,55+,Male,Migrant,Primary,Missing
284389,Nairobi,-1,-1,Ongata Rongai,25-34,Female,Migrant,Tertiary,Missing
284393,Nairobi,-1,-1,Ongata Rongai,35-44,Male,Migrant,Missing,Employed
284395,Nairobi,-1,-1,Ongata Rongai,25-34,Male,Migrant,Secondary,Unemployed
284397,Johannesburg,Katlehong,-1,-1,45-54,Male,Migrant,Primary,Unemployed
284398,Johannesburg,Katlehong,-1,-1,35-44,Female,Migrant,Missing,Unemployed
284400,Johannesburg,Katlehong,-1,-1,35-44,Male,Migrant,Secondary,Unemployed
284401,Johannesburg,Katlehong,-1,-1,25-34,Male,Migrant,Secondary,Unemployed
284402,Johannesburg,Katlehong,-1,-1,45-54,Male,Non-migrant,Secondary,Missing
284403,Nairobi,-1,-1,Ongata Rongai,18-24,Female,Migrant,Tertiary,Missing
284405,Johannesburg,Katlehong,-1,-1,35-44,Male,Non-migrant,Primary,Employed
284406,Johannesburg,Katlehong,-1,-1,45-54,Female,Non-migrant,Primary,Unemployed
284407,Accra,-1,James Town,-1,45-54,Male,Non-migrant,Primary,Missing
284413,Nairobi,-1,-1,Ongata Rongai,25-34,Male,Migrant,Secondary,Employed
284414,Nairobi,-1,-1,Ongata Rongai,18-24,Female,Migrant,Secondary,Missing
284419,Johannesburg,Katlehong,-1,-1,45-54,Female,Non-migrant,Primary,Missing
284420,Nairobi,-1,-1,Ongata Rongai,35-44,Female,Migrant,Secondary,Missing
284421,Johannesburg,Katlehong,-1,-1,25-34,Male,Migrant,Secondary,Missing
284423,Nairobi,-1,-1,Ongata Rongai,55+,Male,Migrant,Tertiary,Employed
284424,Nairobi,-1,-1,Ongata Rongai,25-34,Female,Migrant,Primary,Employed
284425,Accra,-1,Madina,-1,18-24,Male,Migrant,Tertiary,Unemployed
284428,Accra,-1,James Town,-1,25-34,Male,Migrant,Secondary,Employed
284432,Johannesburg,Katlehong,-1,-1,45-54,Female,Migrant,Missing,Unemployed
284433,Johannesburg,Katlehong,-1,-1,25-34,Male,Migrant,Missing,Unemployed
284434,Johannesburg,Katlehong,-1,-1,18-24,Male,Non-migrant,Secondary,Employed
284438,Johannesburg,Katlehong,-1,-1,25-34,Male,Non-migrant,Missing,Employed
284439,Accra,-1,Madina,-1,45-54,Male,Migrant,Primary,Missing
284440,Nairobi,-1,-1,Ongata Rongai,25-34,Male,Non-migrant,Missing,Student
284441,Nairobi,-1,-1,Ongata Rongai,35-44,Male,Migrant,Primary,Employed
284444,Nairobi,-1,-1,Ongata Rongai,35-44,Male,Migrant,Primary,Missing
284445,Nairobi,-1,-1,Ongata Rongai,35-44,Female,Migrant,Primary,Unemployed
284446,Nairobi,-1,-1,Ongata Rongai,35-44,Female,Migrant,Primary,Missing
284447,Nairobi,-1,-1,Ongata Rongai,25-34,Female,Migrant,Primary,Missing
284448,Nairobi,-1,-1,Ongata Rongai,35-44,Female,Non-migrant,Tertiary,Missing
284449,Nairobi,-1,-1,Ongata Rongai,18-24,Female,Non-migrant,Secondary,Student
284450,Nairobi,-1,-1,Ongata Rongai,35-44,Male,Migrant,Primary,Missing
284451,Accra,-1,Old Fadama,-1,35-44,Male,Non-migrant,Primary,Employed
284454,Nairobi,-1,-1,Ongata Rongai,18-24,Male,Non-migrant,Tertiary,Student
284455,Johannesburg,Katlehong,-1,-1,25-34,Female,Non-migrant,Primary,Unemployed
284456,Accra,-1,James Town,-1,35-44,Male,Migrant,Secondary,Missing
284457,Nairobi,-1,-1,Ongata Rongai,25-34,Male,Migrant,Primary,Missing
284458,Johannesburg,Katlehong,-1,-1,25-34,Male,Migrant,Primary,Missing
284462,Nairobi,-1,-1,Ongata Rongai,25-34,Male,Migrant,Primary,Missing
284463,Accra,-1,Old Fadama,-1,45-54,Female,Non-migrant,No formal schooling,Missing
284464,Accra,-1,Old Fadama,-1,18-24,Female,Migrant,Secondary,Missing
284465,Johannesburg,Katlehong,-1,-1,25-34,Male,Migrant,Primary,Unemployed
